"Feature ID"	"Taxon"	"Confidence"
"05d96d17f7e01f3becde3ffa2b16995a"	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Edaphobaculum"	0.998504530979501
"bebb71a76bd1949dc5bfaa1e679ec139"	"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__uncultured; g__uncultured; s__uncultured_Acidobacteriales"	0.795523665385466
"dcf55f67f6b7ee3889c3190dcc2d4f29"	"d__Bacteria; p__Gemmatimonadota; c__Gemmatimonadetes; o__Gemmatimonadales; f__Gemmatimonadaceae; g__uncultured; s__metagenome"	0.862277456384791
"5f7cc5c3e4e337891466655058a86efb"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Cellvibrionales; f__Halieaceae; g__OM60(NOR5)_clade"	0.838788137993582
"88bfa2e4f9ee52d26dfc73ac6cd88a62"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhodobacterales; f__Rhodobacteraceae; g__Amaricoccus; s__uncultured_bacterium"	0.918452255487615
"3f1aa7cb564f94d8c4b558f49b9a69f4"	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae; g__Parafilimonas"	0.999740547448356
"a0dc3052fac8967182ff4f88348da0e5"	"d__Bacteria; p__Acidobacteriota; c__Vicinamibacteria; o__Vicinamibacterales; f__Vicinamibacteraceae; g__Vicinamibacteraceae"	0.943775429156056
"1f69c04b35d445cbc5e1842a84c5debf"	"d__Bacteria; p__Bacteroidota; c__Bacteroidia; o__Chitinophagales; f__Chitinophagaceae"	0.999999494305157
"58ee945ac0577234eda70276feae1e0b"	"d__Bacteria; p__Proteobacteria; c__Gammaproteobacteria; o__Burkholderiales; f__Nitrosomonadaceae; g__MND1"	0.99998930232929
"f759b89767c4f9a38bc58032e41bdc4c"	"d__Bacteria; p__Actinobacteriota; c__Thermoleophilia; o__Gaiellales; f__uncultured; g__uncultured"	0.99195136327125
"7ac652764c15776a5dcae436751dc65d"	"d__Bacteria; p__Fibrobacterota; c__Fibrobacteria; o__Fibrobacterales; f__Fibrobacteraceae; g__possible_genus_04"	0.999999936064186
"b557e399e4780be275775b54cf554cea"	"d__Bacteria; p__Proteobacteria; c__Alphaproteobacteria; o__Rhizobiales; f__Xanthobacteraceae; g__Pseudolabrys"	0.950854899956067
